cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00580480,"P60006046","Walker, Scott","USPS",5.95,01-AUG-15,"WASHINGTON","DC","20024","VETTER 09/24 REIMBURSEMENT: POSTAGE","X","","SB23","1057127","SB23.6171","P2016",
C00580480,"P60006046","Walker, Scott","USPS",17.5,12-AUG-15,"WASHINGTON","DC","20024","HIGGINS 09/09 REIMBURSEMENT: POSTAGE","X","","SB23","1057127","SB23.6167","P2016",
C00580480,"P60006046","Walker, Scott","USPS",99.85,14-AUG-15,"WASHINGTON","DC","20024","DINERS CLUB MASTERCARD 08/19 PMT: OFFICE","X","","SB23","1057127","SB23.6164","P2016",
C00580480,"P60006046","Walker, Scott","USPS",21,18-AUG-15,"WASHINGTON","DC","20024","HIGGINS 09/09 REIMBURSEMENT: POSTAGE","X","","SB23","1057127","SB23.6168","P2016",
C00580480,"P60006046","Walker, Scott","USPS",294,19-AUG-15,"WASHINGTON","DC","20024","DINERS CLUB MASTERCARD 09/08 PMT: POSTAG","X","","SB23","1057127","SB23.6165","P2016",
C00580480,"P60006046","Walker, Scott","USPS",10.24,01-SEP-15,"WASHINGTON","DC","20024","HIGGINS 09/09 REIMBURSEMENT: POSTAGE","X","","SB23","1057127","SB23.6169","P2016",
C00580480,"P60006046","Walker, Scott","USPS",17.25,17-SEP-15,"WASHINGTON","DC","20024","HAHN 09/24 REIMBURSEMENT: POSTAGE","X","","SB23","1057127","SB23.6166","P2016",
C00580480,"P60006046","Walker, Scott","USPS PO BOXES",155,14-AUG-15,"WASHINGTON","DC","20260","DINERS CLUB MASTERCARD 08/19 PMT: FACILI","X","","SB23","1057127","SB23.6174","P2016",
C00580480,"P60006046","Walker, Scott","USPS PO BOXES",208,20-AUG-15,"WASHINGTON","DC","20260","FADNESS 9/9 REIMBURSEMENT: FACILITY RENT","X","","SB23","1057127","SB23.6173","P2016",
C00580480,"P60006046","Walker, Scott","JONES DAY",5000,07-DEC-15,"WASHINGTON","DC","20044","LEGAL CONSULTING","","","SB23","1057130","SB23.140013","P2016",
C00580480,"P60006046","Walker, Scott","USPS",1.2,02-SEP-15,"WASHINGTON","DC","20024","FADNESS REIMBURSEMENT: POSTAGE","X","","SB23","1057130","SB23.139904","P2016",
C00580480,"P60006046","Walker, Scott","USPS",11.3,02-SEP-15,"WASHINGTON","DC","20024","CREDIT CARD PAYMENT: POSTAGE","X","","SB23","1057130","SB23.139905","P2016",
C00580480,"P60006046","Walker, Scott","USPS",343,06-OCT-15,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1057130","SB23.140078","P2016",
C00580480,"P60006046","Walker, Scott","USPS",98,16-NOV-15,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1057130","SB23.140075","P2016",
C00580480,"P60006046","Walker, Scott","USPS",490,24-NOV-15,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1057130","SB23.140080","P2016",
C00580480,"P60006046","Walker, Scott","USPS",245,30-NOV-15,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1057130","SB23.140076","P2016",
C00580480,"P60006046","Walker, Scott","USPS",245,31-DEC-15,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1057130","SB23.140077","P2016",
C00580480,"P60006046","Walker, Scott","USPS",365.67,31-DEC-15,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1057130","SB23.140079","P2016",
C00580480,"P60006046","Walker, Scott","JONES DAY",5000,27-MAY-16,"WASHINGTON","DC","20044","LEGAL CONSULTING","","","SB23","1079095","SB23.144117","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",500.14,13-MAY-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1079095","SB23.144142","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",30,31-MAY-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1079095","SB23.144143","P2016",
C00580480,"P60006046","Walker, Scott","BGR GOVERNMENT AFFAIRS LLC",250,29-APR-16,"WASHINGTON","DC","20044","FACILITY RENTAL","","","SB23","1073709","SB23.143820","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,08-APR-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1073709","SB23.143808","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,18-APR-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1073709","SB23.143809","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",763.71,20-APR-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1073709","SB23.143810","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",30,22-APR-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1073709","SB23.143811","P2016",
C00580480,"P60006046","Walker, Scott","DRUCKER LAWHON LLP",20000,10-AUG-16,"WASHINGTON","DC","20002","FUNDRAISING CONSULTING","","","SB23","1100469","SB23.148823","P2016",
C00580480,"P60006046","Walker, Scott","JONES DAY",5000,10-AUG-16,"WASHINGTON","DC","20044","LEGAL CONSULTING","","","SB23","1100469","SB23.148828","P2016",
C00580480,"P60006046","Walker, Scott","SNOW PHOTOGRAPHY",11534.88,30-AUG-16,"WASHINGTON","DC","20043","EVENT STAGING EXPENSE","","","SB23","1100469","SB23.148836","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",225,05-AUG-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1100469","SB23.148847","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",30,11-AUG-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1100469","SB23.148848","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",594.78,26-AUG-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1100469","SB23.148849","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",435,31-AUG-16,"WASHINGTON","DC","20045","CREDIT CARD PROCESSING FEES","","","SB23","1100469","SB23.150087","P2016",
C00580480,"P60006046","Walker, Scott","USPS",660,10-AUG-16,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1100469","SB23.148851","P2016",
C00580480,"P60006046","Walker, Scott","JONES DAY",5000,12-JUL-16,"WASHINGTON","DC","20044","LEGAL CONSULTING","","","SB23","1095740","SB23.147106","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",30,08-JUL-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1095740","SB23.147111","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,15-JUL-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1095740","SB23.147116","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",1182.54,20-JUL-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1095740","SB23.147118","P2016",
C00580480,"P60006046","Walker, Scott","BOLDING, DARREN K",40777.27,12-DEC-16,"WASHINGTON","DC","20003","DATA CONSULTING","","","SB23","1140629","SB23.150712","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",170.63,14-DEC-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1140629","SB23.150709","P2016",
C00580480,"P60006046","Walker, Scott","BOLDING, DARREN K",20000,09-NOV-16,"WASHINGTON","DC","20003","DATA CONSULTING","","","SB23","1135670","SB23.150613","P2016",
C00580480,"P60006046","Walker, Scott","JONES DAY",40915.75,02-NOV-16,"WASHINGTON","DC","20044","LEGAL CONSULTING","","","SB23","1135670","SB23.150622","P2016",
C00580480,"P60006046","Walker, Scott","USPS",8.52,02-JUL-15,"WASHINGTON","DC","20024","CRUZ 09/24 REIMBURSEMENT: POSTAGE","X","","SB23","1057127","SB23.6161","P2016",
C00580480,"P60006046","Walker, Scott","USPS",9.23,06-JUL-15,"WASHINGTON","DC","20024","CRUZ 09/24 REIMBURSEMENT: POSTAGE","X","","SB23","1057127","SB23.6162","P2016",
C00580480,"P60006046","Walker, Scott","SNOW PHOTOGRAPHY",13016.43,31-JUL-15,"WASHINGTON","DC","20043","PHOTOGRAPHY SERVICES","","","SB23","1057127","SB23.5604","P2016",
C00580480,"P60006046","Walker, Scott","SNOW PHOTOGRAPHY",10371.41,24-SEP-15,"WASHINGTON","DC","20043","PHOTOGRAPHY SERVICES","","","SB23","1057127","SB23.5605","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",13755.39,20-JUL-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5769","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,22-JUL-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5770","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,03-AUG-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5771","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,05-AUG-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5772","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,10-AUG-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5773","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",255,21-AUG-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5774","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,24-AUG-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5775","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",30,27-AUG-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5776","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",43620.54,28-AUG-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5777","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",45,04-SEP-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5778","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",45,08-SEP-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5779","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",75,09-SEP-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5780","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",60,10-SEP-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5781","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",30,11-SEP-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5782","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,21-SEP-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5783","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",14839.55,21-SEP-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5784","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",75,24-SEP-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5785","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",14.8,30-SEP-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057127","SB23.5786","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,01-OCT-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140046","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",30,02-OCT-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140052","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",45,08-OCT-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140054","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",4779.38,15-OCT-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140057","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,19-OCT-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140047","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,22-OCT-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140048","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,26-OCT-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140049","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",30,26-OCT-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140053","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,27-OCT-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140050","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",223.53,10-NOV-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140055","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,30-NOV-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140051","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",2134.74,11-DEC-15,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1057130","SB23.140056","P2016",
C00580480,"P60006046","Walker, Scott","NELSON, ROBERT H",5250,24-SEP-15,"WASHINGTON","DC","20003","FUNDRAISING CONSULTING","","","SB23","1057127","SB23.6991","P2016",
C00580480,"P60006046","Walker, Scott","AMTRAK",-158,26-AUG-15,"WASHINGTON, DC","DC","20002","CREDIT CARD PAYMENT: TRAVEL: RAIL","X","","SB23","1057130","SB23.139349","P2016",
C00580480,"P60006046","Walker, Scott","DC VIP CAB",24.73,20-SEP-15,"WASHINGTON","DC","20018","CREDIT CARD PAYMENT: TRAVEL: GROUND TRAN","X","","SB23","1057130","SB23.139517","P2016",
C00580480,"P60006046","Walker, Scott","JONES DAY",5000,27-JUN-16,"WASHINGTON","DC","20044","LEGAL CONSULTING","","","SB23","1089345","SB23.145518","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,03-JUN-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1089345","SB23.145537","P2016",
C00580480,"P60006046","Walker, Scott","USPS",228,12-JUN-16,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1089345","SB23.145539","P2016",
C00580480,"P60006046","Walker, Scott","JONES DAY",5000,06-MAR-16,"WASHINGTON","DC","20044","LEGAL CONSULTING","","","SB23","1066183","SB23.143305","P2016",
C00580480,"P60006046","Walker, Scott","NELSON, ROBERT H",8065.9,29-MAR-16,"WASHINGTON","DC","20003","FUNDRAISING CONSULTING","","","SB23","1066183","SB23.143311","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,11-MAR-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1066183","SB23.143769","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",793.12,17-MAR-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1066183","SB23.143770","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,24-MAR-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1066183","SB23.143771","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",45,25-MAR-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1066183","SB23.143772","P2016",
C00580480,"P60006046","Walker, Scott","DRUCKER LAWHON LLP",15000,19-AUG-15,"WASHINGTON","DC","20002","FUNDRAISING CONSULTING","","","SB23","1057127","SB23.4824","P2016",
C00580480,"P60006046","Walker, Scott","DRUCKER LAWHON LLP",7500,24-SEP-15,"WASHINGTON","DC","20002","FUNDRAISING CONSULTING","","","SB23","1057127","SB23.4825","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",991.9,01-JAN-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1054762","SB23.140513","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",15,15-JAN-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1054762","SB23.140507","P2016",
C00580480,"P60006046","Walker, Scott","JONES DAY",5000,25-JAN-16,"WASHINGTON","DC","20044","LEGAL CONSULTING","","","SB23","1054762","SB23.140356","P2016",
C00580480,"P60006046","Walker, Scott","USPS",98,06-JAN-16,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1054762","SB23.140510","P2016",
C00580480,"P60006046","Walker, Scott","USPS",110,06-JAN-16,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1054762","SB23.140511","P2016",
C00580480,"P60006046","Walker, Scott","NELSON, ROBERT H",7000,26-FEB-16,"WASHINGTON","DC","20003","FUNDRAISING CONSULTING","","","SB23","1056764","SB23.141576","P2016",
C00580480,"P60006046","Walker, Scott","STRIPE",549.05,12-FEB-16,"WASHINGTON","DC","20045","MERCHANT FEES","","","SB23","1056764","SB23.141588","P2016",
C00580480,"P60006046","Walker, Scott","USPS",330,26-FEB-16,"WASHINGTON","DC","20024","POSTAGE","","","SB23","1056764","SB23.141586","P2016",
C00580480,"P60006046","Walker, Scott","JONES DAY",49427.74,24-SEP-15,"WASHINGTON","DC","20044","LEGAL CONSULTING","","","SB23","1057127","SB23.5106","P2016",
C00580480,"P60006046","Walker, Scott","HARBINGER LLC",15000,07-AUG-15,"WASHINGTON","DC","20036","EVENT PRODUCTION CONSULTING","","","SB23","1057127","SB23.4983","P2016",
C00580480,"P60006046","Walker, Scott","HARBINGER LLC",53150.58,11-AUG-15,"WASHINGTON","DC","20036","EVENT PRODUCTION CONSULTING","","","SB23","1057127","SB23.4984","P2016",
C00580480,"P60006046","Walker, Scott","HARBINGER LLC",21175,12-AUG-15,"WASHINGTON","DC","20036","EVENT PRODUCTION CONSULTING","","","SB23","1057127","SB23.4985","P2016",
C00580480,"P60006046","Walker, Scott","HARBINGER LLC",37500,19-AUG-15,"WASHINGTON","DC","20036","EVENT PRODUCTION CONSULTING","","","SB23","1057127","SB23.4986","P2016",
C00580480,"P60006046","Walker, Scott","HARBINGER LLC",16600,30-SEP-15,"WASHINGTON","DC","20036","CAMPAIGN PROMOTIONAL ITEMS","","","SB23","1057127","SB23.4982","P2016",
C00580480,"P60006046","Walker, Scott","NATIONAL CAPITAL TELESERVICE LLC",5000,11-AUG-15,"WASHINGTON","DC","20002","TELEMARKETING AND DATA","","","SB23","1057127","SB23.5372","P2016",
C00580480,"P60006046","Walker, Scott","AMTRAK",116,04-JUN-15,"WASHINGTON, DC","DC","20002","AMEX 07/22 PMT: TRAVEL: RAIL","X","","SB23","1057127","SB23.4271","P2016",
C00580480,"P60006046","Walker, Scott","STRYKER, SCOTT",1425.87,16-OCT-15,"ESTERO","FL","33928","FIELD CONSULTING","","","SB23","1057130","SB23.140130","P2016",
C00580480,"P60006046","Walker, Scott","INTUITIVE REASON INC.",5000,30-DEC-15,"JACKSONVILLE","FL","32246","TECHNICAL SERVICES","","","SB23","1057130","SB23.140008","P2016",
C00580480,"P60006046","Walker, Scott","OFFICE DEPOT",41.56,12-JUL-15,"BOCA RATON","FL","33496","CENSKY 08/07 REIMBURSEMENT: OFFICE SUPPL","X","","SB23","1057127","SB23.5381","P2016",
C00580480,"P60006046","Walker, Scott","OFFICE DEPOT",13.59,14-JUL-15,"BOCA RATON","FL","33496","VETTER 09/24 REIMBURSEMENT: OFFICE SUPPL","X","","SB23","1057127","SB23.5384","P2016",
C00580480,"P60006046","Walker, Scott","OFFICE DEPOT",17.49,24-JUL-15,"BOCA RATON","FL","33496","CENSKY 08/07 REIMBURSEMENT: OFFICE SUPPL","X","","SB23","1057127","SB23.5382","P2016",
C00580480,"P60006046","Walker, Scott","OFFICE DEPOT",9.83,29-JUL-15,"BOCA RATON","FL","33496","VETTER 09/24 REIMBURSEMENT: POSTAGE","X","","SB23","1057127","SB23.5385","P2016",
C00580480,"P60006046","Walker, Scott","OFFICE DEPOT",42.57,02-SEP-15,"BOCA RATON","FL","33496","YOUNG 09/24 REIMBURSEMENT: OFFICE SUPPLI","X","","SB23","1057127","SB23.5386","P2016",
C00580480,"P60006046","Walker, Scott","INTUITIVE REASON INC.",5187.5,25-JAN-16,"JACKSONVILLE","FL","32246","TECHNICAL SERVICES","","","SB23","1054762","SB23.140354","P2016",
C00580480,"P60006046","Walker, Scott","SOUTHWEST FLORIDA INTERNATIONAL",76,29-JUN-15,"FORT MYERS","FL","33913","GALLATIN 09/09 REIMBURSEMENT: TRAVEL: OT","X","","SB23","1057127","SB23.5667","P2016",
C00580480,"P60006046","Walker, Scott","SOUTHWEST FLORIDA INTERNATIONAL",43,03-JUL-15,"FORT MYERS","FL","33913","GALLATIN 09/09 REIMBURSEMENT: TRAVEL: OT","X","","SB23","1057127","SB23.5668","P2016",
C00580480,"P60006046","Walker, Scott","SOUTHWEST FLORIDA INTERNATIONAL",72,19-JUL-15,"FORT MYERS","FL","33913","GALLATIN 09/09 REIMBURSEMENT: TRAVEL: OT","X","","SB23","1057127","SB23.5669","P2016",
C00580480,"P60006046","Walker, Scott","SOUTHWEST FLORIDA INTERNATIONAL",55,18-AUG-15,"FORT MYERS","FL","33913","GALLATIN 09/09 REIMBURSEMENT: TRAVEL: OT","X","","SB23","1057127","SB23.5670","P2016",
C00580480,"P60006046","Walker, Scott","MARA DARROW PHOTOGRAPHY",2431,01-OCT-15,"WINDERMERE","FL","34786","PHOTOGRAPHY SERVICES","","","SB23","1057130","SB23.129793","",
C00580480,"P60006046","Walker, Scott","AIRPORT PARKING",210,22-SEP-15,"FORT LAUDERDALE","FL","33315","GALLATIN REIMBURSEMENT: TRAVEL: OTHER","X","","SB23","1057130","SB23.139321","P2016",
C00580480,"P60006046","Walker, Scott","OFFICE DEPOT",190.86,28-AUG-15,"BOCA RATON","FL","33496","CREDIT CARD PAYMENT: OFFICE SUPPLIES","X","","SB23","1057130","SB23.139721","P2016",
C00580480,"P60006046","Walker, Scott","OFFICE DEPOT",89.62,17-SEP-15,"BOCA RATON","FL","33496","CREDIT CARD PAYMENT: OFFICE SUPPLIES","X","","SB23","1057130","SB23.139719","P2016",
C00580480,"P60006046","Walker, Scott","OFFICE DEPOT",137.14,22-SEP-15,"BOCA RATON","FL","33496","CREDIT CARD PAYMENT: OFFICE SUPPLIES","X","","SB23","1057130","SB23.139720","P2016",
C00580480,"P60006046","Walker, Scott","INTUITIVE REASON INC.",4250,12-NOV-15,"JACKSONVILLE","FL","32246","TECHNICAL SERVICES","","","SB23","1057130","SB23.140007","P2016",
C00580480,"P60006046","Walker, Scott","OFFICE DEPOT",47.03,10-JUL-15,"BOCA RATON","FL","33496","HIGGINS 08/07 REIMBURSEMENT: OFFICE SUPP","X","","SB23","1057127","SB23.5383","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",584.6,17-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/28: TRAVEL: AI","X","","SB23","1057127","SB23.4709","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",449.6,17-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/28: TRAVEL: AI","X","","SB23","1057127","SB23.4710","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",306.1,17-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/28: TRAVEL: AI","X","","SB23","1057127","SB23.4711","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",664.1,17-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/28: TRAVEL: AI","X","","SB23","1057127","SB23.4712","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",464.6,17-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/28: TRAVEL: AI","X","","SB23","1057127","SB23.4713","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",817.2,17-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/28: TRAVEL: AI","X","","SB23","1057127","SB23.4714","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",388.2,18-JUL-15,"ATLANTA","GA","30354","BREMBERG 08/07 REIMBURSEMENT: TRAVEL: AI","X","","SB23","1057127","SB23.4677","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",419.6,19-JUL-15,"ATLANTA","GA","30354","GALLATIN 09/09 REIMBURSEMENT: TRAVEL: AI","X","","SB23","1057127","SB23.4785","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",200,20-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/28: TRAVEL: AI","X","","SB23","1057127","SB23.4715","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",777.2,20-JUL-15,"ATLANTA","GA","30354","MATEJOV 08/07 REIMBURSEMENT: TRAVEL: AIR","X","","SB23","1057127","SB23.4792","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",406.6,21-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/28: TRAVEL: AI","X","","SB23","1057127","SB23.4716","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",35,21-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/28: TRAVEL: AI","X","","SB23","1057127","SB23.4717","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",536.2,21-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/28: TRAVEL: AI","X","","SB23","1057127","SB23.4718","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",515.2,24-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4719","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",445.6,27-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 09/03 PMT: TRAVEL","X","","SB23","1057127","SB23.4730","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",25,27-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 09/03 PMT: TRAVEL","X","","SB23","1057127","SB23.4731","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",437.6,27-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 09/03 PMT: TRAVEL","X","","SB23","1057127","SB23.4732","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",551.6,27-JUL-15,"ATLANTA","GA","30354","GALLATIN 09/09 REIMBURSEMENT: TRAVEL: AI","X","","SB23","1057127","SB23.4786","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",522.6,28-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4720","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",514.2,29-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 09/03 PMT: TRAVEL","X","","SB23","1057127","SB23.4733","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",234.1,14-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/23: TRAVEL: AI","X","","SB23","1057127","SB23.4693","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",274.1,14-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/23: TRAVEL: AI","X","","SB23","1057127","SB23.4694","P2016",
C00580480,"P60006046","Walker, Scott","DELTA AIR LINES",274.1,14-JUL-15,"ATLANTA","GA","30354","DINERS CLUB MASTERCARD 07/23: TRAVEL: AI","X","","SB23","1057127","SB23.4695","P2016",
